,userID,community
241,1102,4
242,1590,4
243,1722,4
244,1973,4
245,310,1
246,463,1
247,636,1
248,852,1
249,1113,1
250,1222,4
251,1552,1
252,1647,1
253,2056,2
254,26,0
255,212,3
256,1094,0
257,1642,0
258,27,5
259,758,1
260,28,0
261,29,6
262,946,6
263,30,4
264,229,1
265,487,1
266,501,4
267,638,1
268,751,1
269,1130,3
270,1283,1
271,1614,3
272,31,0
273,62,0
274,210,0
275,218,0
276,306,0
277,371,0
278,396,0
279,474,0
280,499,0
281,575,0
282,658,0
283,762,0
284,954,0
285,1081,0
286,1163,0
287,1164,0
288,1173,0
289,1213,0
290,1255,0
291,1343,0
292,1514,0
293,1653,0
294,1835,0
295,2097,0
296,32,0
297,889,3
298,1474,0
299,1486,0
300,1905,0
301,33,5
302,282,5
303,457,5
304,496,5
305,750,5
306,845,5
307,1231,5
308,1779,5
309,34,2
310,35,7
311,972,7
312,36,6
313,525,6
314,747,6
315,949,6
316,37,2
317,142,0
318,1660,2
319,38,4
320,383,4
321,39,0
322,1125,0
323,2003,0
324,40,0
325,135,0
326,161,0
327,325,0
328,1089,0
329,1393,0
330,1841,0
331,2055,0
332,41,3
333,84,3
334,42,1
335,1778,1
336,43,1
337,172,3
338,179,1
339,193,2
340,260,1
341,615,1
342,637,3
343,691,4
344,757,1
345,1013,6
346,1076,2
347,1084,2
348,1167,2
349,1410,1
350,1469,1
351,1491,1
352,2006,2
353,44,7
354,319,3
355,485,7
356,1138,3
357,1152,0
358,1240,7
359,1381,4
360,45,1
361,49,4
362,271,4
363,413,1
364,514,1
365,518,1
366,537,1
367,542,1
368,589,1
369,1080,1
370,47,1
371,121,3
372,132,4
373,158,4
374,214,1
375,226,4
376,227,1
377,248,1
378,253,4
379,280,4
380,302,4
381,318,1
382,322,1
383,335,4
384,355,1
385,362,3
386,415,1
387,497,4
388,527,1
389,531,1
390,536,1
391,561,1
392,569,4
393,609,1
394,690,1
395,702,1
396,717,4
397,814,3
398,830,4
399,862,4
400,864,3
401,875,1
402,882,4
403,911,1
404,1053,1
405,1278,1
406,1304,4
407,1356,1
408,1365,4
409,1369,1
410,1413,4
411,1447,1
412,1478,4
413,1600,4
414,1674,1
415,1687,4
416,1742,1
417,1810,1
418,1821,4
419,1880,4
420,1954,1
421,2018,4
422,2054,1
423,58,1
424,470,1
425,1445,4
426,1471,4
427,1603,3
428,48,1
429,558,1
430,963,1
431,1014,1
432,1247,1
433,1560,4
434,1616,1
435,1648,1
436,1856,1
437,1859,3
438,1979,1
439,87,4
440,190,2
441,311,4
442,538,1
443,572,4
444,723,4
445,847,1
446,884,4
447,1007,4
448,1332,4
449,1337,4
450,1433,1
451,1434,1
452,1509,3
453,1563,4
454,1753,4
455,1803,4
456,1961,1
457,1983,1
458,2071,1
459,50,3
460,125,3
461,195,3
462,712,3
463,794,3
464,51,3
465,157,3
466,202,3
467,208,3
468,340,1
469,491,3
470,548,3
471,677,2
472,709,3
473,731,3
474,752,6
475,971,3
476,1020,3
477,1214,3
478,1287,3
479,1380,3
480,1527,3
481,1553,3
482,1586,3
483,1671,3
484,1818,0
485,1964,0
486,1968,3
487,1978,3
488,2008,3
489,52,3
490,153,3
491,1741,3
492,53,1
493,120,1
494,704,2
495,1476,1
496,54,1
497,333,1
498,2031,1
499,55,2
500,1382,2
501,56,3
502,254,3
503,478,3
504,668,3
505,1067,3
506,1488,3
507,1597,3
508,57,4
509,101,3
510,233,1
511,247,4
512,351,4
513,385,1
514,532,6
515,844,4
516,952,4
517,986,3
518,1054,4
519,1351,4
520,1521,4
521,1528,4
522,1730,4
523,203,6
524,338,0
525,399,1
526,425,4
527,571,4
528,620,4
529,634,1
530,646,1
531,680,1
532,703,1
533,878,1
534,1128,1
535,1150,1
536,1294,4
537,1300,1
538,1385,1
539,1457,1
540,1525,1
541,1851,1
542,1965,4
543,2059,1
544,2072,1
545,265,6
546,388,3
547,424,3
548,433,3
549,439,2
550,455,0
551,621,1
552,759,3
553,899,1
554,969,1
555,979,0
556,999,3
557,1062,0
558,1236,3
559,1358,3
560,1635,0
561,1737,0
562,2016,2
563,60,2
564,1087,2
565,2051,2
566,61,3
567,1006,3
568,1533,4
569,442,5
570,665,0
571,1165,0
572,1728,0
573,63,3
574,85,3
575,114,3
576,676,3
577,738,3
578,753,3
579,865,3
580,890,3
581,950,3
582,1174,3
583,1206,3
584,1275,3
585,1396,3
586,2077,3
587,64,2
588,407,0
589,1641,4
590,1907,2
591,65,8
592,118,8
593,1107,8
594,1312,8
595,1613,8
596,66,0
597,359,0
598,430,0
599,452,0
600,683,0
601,699,0
602,1029,0
603,1454,0
604,68,4
605,242,4
606,69,2
607,168,2
608,619,2
609,1194,2
610,1404,2
611,70,9
612,670,9
613,789,9
614,895,9
615,1005,9
616,1025,9
617,1574,9
618,71,3
619,891,3
620,1324,3
621,72,1
622,73,0
623,1010,0
624,1038,0
625,1883,0
626,74,3
627,533,0
628,1299,3
629,1852,2
630,2085,3
631,75,4
632,315,4
633,674,4
634,1664,3
635,76,5
636,77,3
637,594,3
638,1724,0
639,91,2
640,105,2
641,106,2
642,112,0
643,155,2
644,257,0
645,262,2
646,360,2
647,438,2
648,444,2
649,447,2
650,468,2
651,506,0
652,512,6
653,519,3
654,550,3
655,552,2
656,657,6
657,666,0
658,695,2
659,718,2
660,729,2
661,802,2
662,805,2
663,823,2
664,874,2
665,908,2
666,914,2
667,926,2
668,928,2
669,935,0
670,936,2
671,951,0
672,1024,2
673,1026,3
674,1098,2
675,1101,2
676,1149,2
677,1181,2
678,1211,2
679,1273,2
680,1284,2
681,1315,2
682,1403,3
683,1557,2
684,1575,2
685,1601,2
686,1604,2
687,1619,3
688,1621,2
689,1719,5
690,1732,2
691,1774,2
692,1827,2
693,1890,2
694,1892,2
695,1995,3
696,2028,2
697,2046,2
698,2066,3
699,79,1
700,144,1
701,414,4
702,421,1
703,479,1
704,486,1
705,858,1
706,1001,4
707,1022,1
708,1248,1
709,1769,1
710,2087,4
711,192,6
712,225,6
713,261,6
714,582,6
715,931,6
716,1296,3
717,1479,6
718,1501,6
719,1599,6
720,1877,7
721,81,2
722,921,2
723,1507,2
724,82,3
725,83,2
726,1342,2
727,1386,2
728,1459,2
729,1064,3
730,696,3
731,828,3
732,912,3
733,1627,3
734,1935,8
735,86,6
736,1418,1
737,1679,6
738,770,4
739,1057,4
740,88,0
741,1938,0
742,89,4
743,152,4
744,90,3
745,595,3
746,1106,4
747,1588,3
748,708,2
749,92,10
750,639,10
751,94,0
752,1656,0
753,1708,0
754,95,4
755,671,4
756,966,4
757,1104,4
758,96,0
759,128,0
760,1670,3
761,97,3
762,98,1
763,778,1
764,781,1
765,191,0
766,304,0
767,446,0
768,566,0
769,577,0
770,650,0
771,686,0
772,767,0
773,1319,1
774,1595,0
775,100,3
776,964,6
777,1161,4
778,1267,3
779,1388,1
780,1519,3
781,1743,6
782,2027,4
783,2070,3
784,102,11
785,1199,11
786,1939,11
787,103,0
788,1496,0
789,104,4
790,667,4
791,2042,3
792,366,2
793,108,3
794,113,3
795,235,3
796,376,3
797,489,3
798,516,0
799,592,1
800,616,3
801,685,1
802,711,3
803,1364,2
804,1490,3
805,1536,3
806,546,3
807,580,3
808,871,3
809,925,3
810,109,3
811,317,3
812,402,3
813,459,3
814,110,1
815,380,1
816,713,4
817,819,1
818,1069,4
819,1092,1
820,1572,1
821,1606,4
822,111,6
823,206,6
824,270,6
825,345,6
826,603,6
827,776,6
828,855,6
829,1677,6
830,1759,6
831,1862,6
832,611,0
833,1397,3
834,1401,3
835,835,3
836,877,3
837,1889,3
838,115,2
839,1032,2
840,1144,2
841,1274,2
842,2048,2
843,116,2
844,411,2
845,924,1
846,117,0
847,187,0
848,568,0
849,596,0
850,788,0
851,2014,0
852,1293,8
853,119,3
854,551,3
855,327,1
856,553,1
857,836,1
858,1298,1
859,1898,1
860,305,4
861,1055,3
862,1058,4
863,1277,3
864,1559,4
865,2038,4
866,296,2
867,492,2
868,508,3
869,692,2
870,876,2
871,1116,2
872,1221,2
873,1723,2
874,1789,0
875,1824,2
876,123,3
877,216,0
878,274,1
879,397,0
880,1225,0
881,1282,0
882,1626,0
883,393,3
884,471,3
885,1522,5
886,1832,4
887,126,4
888,851,4
889,1804,3
890,363,3
891,432,3
892,1126,3
893,1339,3
894,1887,3
895,1906,3
896,2088,1
897,141,0
898,217,2
899,436,0
900,567,3
901,714,0
902,961,3
903,1115,0
904,1202,0
905,1615,12
906,1618,0
907,1744,0
908,1866,0
909,1893,2
910,1929,0
911,1957,0
912,1981,5
913,130,4
914,162,4
915,256,4
916,451,4
917,498,4
918,503,4
919,612,1
920,779,0
921,1046,1
922,1065,1
923,1301,1
924,1334,1
925,1419,1
926,1555,4
927,1762,1
928,1771,1
929,1773,1
930,1782,3
931,1963,1
932,1072,4
933,131,2
934,1204,2
935,1437,4
936,1633,4
937,332,4
938,1124,4
939,1423,4
940,1593,4
941,1768,4
942,1788,4
943,134,4
944,1198,4
945,1988,1
946,286,1
947,490,4
948,808,4
949,905,4
950,942,4
951,1311,1
952,1379,4
953,1517,4
954,1591,4
955,1690,4
956,137,4
957,1910,4
958,139,3
959,1999,3
960,140,0
961,605,0
962,1480,0
963,183,0
964,269,0
965,453,0
966,480,0
967,540,0
968,799,0
969,1021,3
970,1148,0
971,1156,3
972,1232,0
973,1244,0
974,1367,0
975,1405,0
976,1463,2
977,1541,0
978,1542,5
979,1777,0
980,1900,0
981,1924,3
982,1991,0
983,201,0
984,283,2
985,387,1
986,817,3
987,938,1
988,943,2
989,955,0
990,1086,4
991,1114,1
992,1154,2
993,1246,5
994,1440,3
995,2009,2
996,354,1
997,378,1
998,223,4
999,682,1
1000,1143,4
1001,1540,1
1002,1034,1
1003,1462,4
1004,1564,4
1005,1725,1
1006,147,1
1007,1137,1
1008,1683,1
1009,148,13
1010,843,13
1011,870,3
1012,521,3
1013,581,1
1014,584,2
1015,939,1
1016,985,4
1017,1153,3
1018,1186,1
1019,1197,4
1020,1658,1
1021,151,1
1022,1539,3
1023,1607,4
1024,1757,1
1025,154,3
1026,1040,3
1027,2029,3
1028,156,6
1029,449,3
1030,547,3
1031,827,3
1032,2093,2
1033,312,1
1034,473,4
1035,530,4
1036,1605,4
1037,1974,3
1038,159,1
1039,307,2
1040,314,4
1041,326,3
1042,412,4
1043,598,1
1044,659,4
1045,660,4
1046,806,4
1047,1188,4
1048,1363,4
1049,1467,4
1050,1678,4
1051,1704,1
1052,1808,4
1053,1873,3
1054,163,3
1055,175,3
1056,164,0
1057,1918,3
1058,1966,0
1059,166,14
1060,1987,14
1061,1155,2
1062,854,6
1063,1112,6
1064,1408,2
1065,171,3
1066,238,2
1067,268,3
1068,303,3
1069,780,3
1070,1549,3
1071,173,3
1072,1120,3
1073,1420,3
1074,174,0
1075,320,0
1076,1692,0
1077,176,0
1078,177,3
1079,343,3
1080,377,3
1081,622,2
1082,178,2
1083,494,1
1084,742,1
1085,1307,1
1086,1452,4
1087,1483,1
1088,1748,1
1089,180,2
1090,1100,2
1091,181,6
1092,205,6
1093,259,6
1094,277,6
1095,1118,6
1096,1925,6
1097,182,0
1098,1464,0
1099,1166,0
1100,184,3
1101,185,5
1102,1775,5
1103,186,4
1104,1070,3
1105,643,0
1106,1958,0
1107,188,3
1108,189,0
1109,960,2
1110,1133,3
1111,1691,2
1112,1727,2
1113,1752,4
1114,1772,2
1115,194,0
1116,647,0
1117,297,3
1118,398,3
1119,465,3
1120,907,3
1121,1264,3
1122,1345,3
1123,1566,3
1124,1695,3
1125,1707,3
1126,1781,3
1127,1792,3
1128,1797,4
1129,1931,5
1130,196,0
1131,374,0
1132,410,6
1133,1079,3
1134,1353,6
1135,1372,0
1136,1450,3
1137,1473,6
1138,1682,3
1139,1745,3
1140,1794,3
1141,1809,3
1142,1971,3
1143,2069,3
1144,200,3
1145,1640,3
1146,364,2
1147,1428,3
1148,1921,6
1149,2067,6
1150,204,13
1151,1524,3
1152,1850,4
1153,706,3
1154,1018,3
1155,209,1
1156,539,0
1157,1800,0
1158,476,0
1159,1667,1
1160,215,3
1161,602,3
1162,627,3
1163,800,3
1164,832,0
1165,978,3
1166,1004,5
1167,1041,3
1168,1078,3
1169,1147,3
1170,1172,3
1171,1331,3
1172,1623,3
1173,1858,3
1174,1984,3
1175,2001,3
1176,213,3
1177,1573,3
1178,541,3
1179,1914,2
1180,219,3
1181,1051,3
1182,220,3
1183,2039,3
1184,1171,1
1185,224,0
1186,1003,5
1187,555,4
1188,1959,4
1189,896,1
1190,987,4
1191,1489,1
1192,1799,1
1193,910,1
1194,1109,1
1195,1717,1
1196,1838,4
1197,409,4
1198,1399,1
1199,234,3
1200,822,2
1201,348,6
1202,353,1
1203,1429,1
1204,1451,1
1205,661,2
1206,472,4
1207,241,2
1208,1758,2
1209,2010,2
1210,932,2
1211,1435,4
1212,243,4
1213,1795,4
1214,244,3
1215,346,4
1216,886,4
1217,906,4
1218,1011,1
1219,289,1
1220,249,3
1221,250,3
1222,1701,3
1223,1969,2
1224,251,3
1225,1936,3
1226,1909,4
1227,1318,4
1228,629,3
1229,1581,3
1230,1793,3
1231,1826,3
1232,1920,3
1233,350,4
1234,1511,1
1235,1516,4
1236,1663,4
1237,722,1
1238,1042,1
1239,2053,3
1240,504,1
1241,263,5
1242,420,5
1243,1099,0
1244,1505,0
1245,1882,2
1246,1942,0
1247,391,6
1248,299,3
1249,368,2
1250,662,3
1251,913,2
1252,922,2
1253,1170,3
1254,1234,5
1255,1998,3
1256,267,1
1257,321,3
1258,1535,1
1259,273,2
1260,664,0
1261,1350,0
1262,1427,0
1263,279,6
1264,716,6
1265,809,1
1266,848,2
1267,933,3
1268,1443,3
1269,1903,4
1270,2033,4
1271,281,3
1272,1266,2
1273,284,3
1274,285,3
1275,678,3
1276,760,3
1277,1545,3
1278,1830,3
1279,288,3
1280,507,3
1281,290,0
1282,291,1
1283,578,1
1284,292,3
1285,342,3
1286,635,3
1287,687,3
1288,1402,3
1289,293,3
1290,1749,3
1291,294,2
1292,295,3
1293,1499,2
1294,1721,2
1295,431,3
1296,640,1
1297,645,2
1298,673,3
1299,688,3
1300,825,3
1301,863,3
1302,915,3
1303,917,4
1304,1177,3
1305,1180,3
1306,1291,3
1307,1354,3
1308,1532,4
1309,1582,3
1310,1784,3
1311,1823,3
1312,1919,3
1313,1994,3
1314,2019,3
1315,2078,3
1316,841,3
1317,300,3
1318,1375,3
1319,1655,3
1320,301,3
1321,631,3
1322,331,4
1323,590,1
1324,840,3
1325,1720,2
1326,365,2
1327,697,2
1328,982,4
1329,1075,4
1330,1477,0
1331,1972,2
1332,574,3
1333,1699,2
1334,1897,2
1335,1608,4
1336,1806,2
1337,1950,3
1338,313,3
1339,715,3
1340,316,15
1341,1484,15
1342,739,3
1343,1237,3
1344,1845,3
1345,1366,3
1346,1694,2
1347,2065,1
1348,324,3
1349,328,1
1350,1389,2
1351,1220,0
1352,1715,4
1353,1790,4
1354,1446,1
1355,1736,4
1356,334,3
1357,1416,3
1358,1831,3
1359,336,3
1360,583,3
1361,337,3
1362,689,4
1363,341,2
1364,559,3
1365,772,3
1366,1531,3
1367,1760,6
1368,344,0
1369,1261,4
1370,1796,3
1371,2084,3
1372,347,8
1373,763,8
1374,1374,6
1375,1290,4
1376,1872,1
1377,352,1
1378,1834,1
1379,375,1
1380,1157,1
1381,356,3
1382,1377,3
1383,357,0
1384,358,2
1385,1885,2
1386,656,0
1387,1791,4
1388,426,2
1389,1035,2
1390,1411,2
1391,440,2
1392,367,6
1393,940,0
1394,1316,5
1395,2044,2
1396,369,2
1397,464,0
1398,1259,3
1399,1798,0
1400,372,3
1401,959,0
1402,469,3
1403,1093,3
1404,535,3
1405,1394,4
1406,382,2
1407,1829,4
1408,386,0
1409,2011,0
1410,1091,3
1411,477,1
1412,1039,1
1413,1786,1
1414,920,6
1415,392,3
1416,394,3
1417,1431,0
1418,2024,0
1419,560,0
1420,1508,3
1421,403,6
1422,669,1
1423,826,1
1424,1825,6
1425,404,1
1426,604,1
1427,745,1
1428,777,0
1429,793,1
1430,853,3
1431,406,3
1432,408,3
1433,1052,6
1434,2064,3
1435,736,2
1436,957,2
1437,2032,2
1438,782,2
1439,1008,2
1440,418,16
1441,1840,16
1442,2062,16
1443,543,4
1444,1576,5
1445,1844,5
1446,423,5
1447,1456,5
1448,995,4
1449,888,1
1450,1989,2
1451,427,17
1452,1819,17
1453,1881,0
1454,1407,3
1455,434,0
1456,934,0
1457,1617,0
1458,1992,2
1459,842,2
1460,500,2
1461,1060,2
1462,441,0
1463,443,2
1464,1611,0
1465,450,3
1466,868,3
1467,1049,0
1468,1192,0
1469,769,0
1470,927,0
1471,1395,0
1472,456,4
1473,458,5
1474,649,3
1475,1159,0
1476,1977,2
1477,461,0
1478,462,2
1479,904,0
1480,466,1
1481,467,3
1482,1288,3
1483,1534,3
1484,495,4
1485,965,1
1486,1097,4
1487,2083,0
1488,785,1
1489,1688,4
1490,482,3
1491,484,3
1492,2090,3
1493,1303,7
1494,1495,7
1495,1638,7
1496,1292,1
1497,488,4
1498,849,4
1499,1373,4
1500,607,18
1501,549,3
1502,1289,2
1503,2058,1
1504,1584,3
1505,1888,2
1506,1185,1
1507,679,4
1508,1219,3
1509,1551,0
1510,727,2
1511,544,6
1512,509,1
1513,510,3
1514,511,0
1515,513,2
1516,1131,4
1517,1494,1
1518,1520,2
1519,1587,0
1520,517,3
1521,1579,3
1522,1160,3
1523,1444,3
1524,2076,1
1525,523,19
1526,1836,19
1527,526,3
1528,529,3
1529,962,3
1530,1497,3
1531,2081,4
1532,2023,1
1533,1846,3
1534,975,1
1535,1028,1
1536,812,3
1537,556,2
1538,557,20
1539,1500,20
1540,617,1
1541,562,3
1542,654,3
1543,563,2
1544,1347,2
1545,565,0
1546,1712,3
1547,570,2
1548,1652,4
1549,573,2
1550,576,0
1551,768,1
1552,579,21
1553,1733,21
1554,651,1
1555,1944,3
1556,585,3
1557,586,18
1558,2100,18
1559,587,3
1560,798,3
1561,1122,1
1562,601,2
1563,1976,2
1564,1352,12
1565,1996,2
1566,606,3
1567,2047,3
1568,707,2
1569,1765,1
1570,613,2
1571,614,1
1572,1578,1
1573,618,22
1574,1650,22
1575,2045,22
1576,705,3
1577,1894,1
1578,623,3
1579,1239,3
1580,624,23
1581,1502,23
1582,1933,23
1583,625,2
1584,628,0
1585,968,0
1586,1438,3
1587,633,3
1588,1349,3
1589,641,1
1590,1864,2
1591,644,3
1592,1016,6
1593,1703,3
1594,652,24
1595,869,24
1596,1506,0
1597,1934,1
1598,2095,2
1599,1949,0
1600,663,5
1601,672,3
1602,1158,3
1603,1430,3
1604,1783,3
1605,976,3
1606,1941,3
1607,2017,3
1608,681,3
1609,1376,3
1610,2091,3
1611,700,4
1612,820,2
1613,693,3
1614,1223,0
1615,694,0
1616,698,2
1617,1262,1
1618,1854,2
1619,2060,3
1620,860,2
1621,1044,2
1622,1228,2
1623,1309,2
1624,1313,2
1625,719,3
1626,710,3
1627,821,6
1628,1340,3
1629,1868,3
1630,720,3
1631,721,2
1632,1470,2
1633,1634,2
1634,958,2
1635,1242,2
1636,1847,2
1637,807,5
1638,1817,2
1639,1238,2
1640,728,0
1641,1280,0
1642,1997,1
1643,733,3
1644,734,13
1645,735,3
1646,737,3
1647,741,25
1648,818,25
1649,1425,1
1650,744,3
1651,746,8
1652,839,8
1653,1946,0
1654,792,8
1655,1930,3
1656,1205,2
1657,756,2
1658,1583,3
1659,1696,3
1660,1229,1
1661,1637,0
1662,1923,2
1663,764,3
1664,765,2
1665,977,0
1666,773,12
1667,1030,12
1668,1322,12
1669,1442,12
1670,1215,1
1671,1279,2
1672,1710,2
1673,784,3
1674,1620,3
1675,786,6
1676,787,3
1677,1390,3
1678,1191,0
1679,791,0
1680,801,1
1681,810,1
1682,1948,3
1683,2057,3
1684,813,2
1685,1085,2
1686,1861,2
1687,1871,1
1688,1330,2
1689,2035,2
1690,1990,2
1691,824,2
1692,829,2
1693,2052,0
1694,834,6
1695,1867,6
1696,838,2
1697,1951,13
1698,846,3
1699,1853,2
1700,885,4
1701,856,3
1702,1190,3
1703,1705,3
1704,881,3
1705,887,3
1706,2015,3
1707,1449,3
1708,893,0
1709,897,2
1710,929,2
1711,1111,6
1712,1323,1
1713,900,5
1714,916,4
1715,919,3
1716,1335,2
1717,1090,2
1718,1207,3
1719,1644,2
1720,1629,2
1721,967,3
1722,1911,3
1723,1036,0
1724,1711,0
1725,948,0
1726,953,3
1727,1073,3
1728,1570,3
1729,1439,3
1730,1700,2
1731,1212,3
1732,980,2
1733,981,2
1734,989,3
1735,990,2
1736,991,2
1737,993,7
1738,1751,7
1739,1807,7
1740,994,2
1741,996,2
1742,997,2
1743,1414,6
1744,1504,5
1745,1063,3
1746,1123,2
1747,1009,3
1748,1012,5
1749,1015,1
1750,1896,6
1751,1019,4
1752,1037,2
1753,1224,2
1754,1265,0
1755,1689,2
1756,1047,26
1757,1276,26
1758,1050,0
1759,1922,3
1760,1061,2
1761,1875,3
1762,1928,3
1763,1068,2
1764,1908,4
1765,1685,4
1766,1074,3
1767,1256,2
1768,1082,5
1769,1083,3
1770,1134,3
1771,1286,2
1772,1547,1
1773,1151,3
1774,1731,2
1775,1746,0
1776,1815,4
1777,1108,2
1778,1110,27
1779,1321,27
1780,1594,3
1781,1119,3
1782,1121,3
1783,1546,0
1784,1915,0
1785,1139,5
1786,1140,0
1787,1544,1
1788,1899,1
1789,1217,3
1790,1432,0
1791,1254,2
1792,1686,3
1793,1270,3
1794,1176,6
1795,1816,0
1796,1182,2
1797,1187,2
1798,1863,1
1799,1472,0
1800,1193,3
1801,1755,2
1802,1195,2
1803,1962,2
1804,1200,0
1805,1860,3
1806,1643,3
1807,1492,0
1808,1814,0
1809,1955,0
1810,1216,3
1811,1630,2
1812,1822,2
1813,1235,28
1814,1421,28
1815,1904,28
1816,1245,2
1817,1622,2
1818,2005,2
1819,2030,2
1820,1538,3
1821,1669,3
1822,2007,3
1823,1902,5
1824,1295,3
1825,2013,3
1826,2092,3
1827,2034,7
1828,1325,23
1829,1329,3
1830,1485,3
1831,1333,3
1832,1336,29
1833,1676,29
1834,1680,2
1835,1754,2
1836,2075,0
1837,1558,1
1838,1355,2
1839,1426,2
1840,1360,20
1841,1371,30
1842,1982,30
1843,1947,0
1844,1857,3
1845,1378,31
1846,1764,31
1847,1384,0
1848,1387,2
1849,1398,16
1850,1406,2
1851,1729,2
1852,1848,2
1853,1787,2
1854,1422,3
1855,1952,3
1856,1441,3
1857,2040,3
1858,1461,1
1859,1770,3
1860,1493,3
1861,2099,2
1862,1565,3
1863,1513,2
1864,1518,2
1865,1592,3
1866,1537,3
1867,2022,4
1868,1580,1
1869,1718,3
1870,1596,3
1871,1842,3
1872,1624,0
1873,2043,0
1874,2094,0
1875,1639,3
1876,1654,0
1877,1657,2
1878,1747,2
1879,1802,1
1880,1672,0
1881,1675,1
1882,1693,1
1883,1926,4
1884,2086,3
1885,2096,2
1886,1855,0
1887,1980,0
1888,1839,3
1889,2079,1
1890,1874,0
1891,1912,2
